"","Distrito","mean_pred","mean_ll","pred_ul","SE"
"313","Distrito Centro",10.1214916653068,9.9477040641066,10.2954565893082,"202235"
"314","Distrito Norte",9.86021720437102,9.68392789236348,10.0364355735527,"202235"
"315","Distrito Sul",10.4490051293101,10.2763098368261,10.6218149745835,"202235"
"316","Distrito Centro",13.8895195843621,13.7155597850132,14.063458744113,"202335"
"317","Distrito Norte",13.6607839238948,13.4844955126019,13.8370353430622,"202335"
"318","Distrito Sul",14.2027813658895,14.0298473983855,14.3755569423628,"202335"
"319","Distrito Centro",6.36641653759787,6.19193744508907,6.54176628724274,"202435"
"320","Distrito Norte",5.97909722517692,5.80218075033774,6.1557760879558,"202435"
"321","Distrito Sul",6.91371895967552,6.74061667446652,7.08738631553443,"202435"
"322","Distrito Centro",12.5589455722184,12.3788201582721,12.7387918447311,"202535"
"323","Distrito Norte",12.121995082424,11.9395551852271,12.3044603097168,"202535"
"324","Distrito Sul",12.8407020480286,12.6618927638612,13.0193338648601,"202535"
"325","Distrito Centro",12.5023645492171,12.3447454015308,12.6612984811513,"201436"
"326","Distrito Norte",12.5290789858378,12.369421094063,12.6891888708204,"201436"
"327","Distrito Sul",13.0048400535114,12.848728258992,13.161641980185,"201436"
"328","Distrito Centro",14.4242522474721,14.2689230371918,14.5786729109444,"201536"
"329","Distrito Norte",13.9445804122174,13.7879462716853,14.1005201410092,"201536"
"330","Distrito Sul",14.5928499585892,14.4397916296758,14.7455828994951,"201536"
"331","Distrito Centro",13.644995130155,13.4915822204933,13.7986841148415,"201636"
"332","Distrito Norte",13.2442089584002,13.0880288371948,13.3998420911729,"201636"
"333","Distrito Sul",13.899588414601,13.7471985391965,14.0522091488124,"201636"
"334","Distrito Centro",14.3867583444135,14.2332722698067,14.540919835023,"201736"
"335","Distrito Norte",13.9265118647518,13.7707235186899,14.0828153622768,"201736"
"336","Distrito Sul",14.8237956193618,14.6713054119843,14.9763684686504,"201736"
"337","Distrito Centro",9.67421414746495,9.52072333951896,9.82770207822201,"201836"
"338","Distrito Norte",9.37540770243027,9.21966247749947,9.53092874144948,"201836"
"339","Distrito Sul",10.0065565838121,9.85415313119839,10.1591047954076,"201836"
"340","Distrito Centro",11.7863252362657,11.6325391498786,11.9397987279263,"201936"
"341","Distrito Norte",11.2500326914609,11.0942949972627,11.405559588983,"201936"
