"","Distrito","mean_pred","mean_ll","pred_ul","SE"
"342","Distrito Sul",12.0650358015704,11.9124960925182,12.2174705131226,"201936"
"343","Distrito Centro",15.5060996924581,15.3525722008654,15.6595965827284,"202036"
"344","Distrito Norte",14.9767992474421,14.8211058589712,15.1328098891178,"202036"
"345","Distrito Sul",15.8181669449516,15.6655258105474,15.9706052679634,"202036"
"346","Distrito Centro",15.3899481392761,15.236509299039,15.5438176835776,"202136"
"347","Distrito Norte",15.5083046249247,15.3518421700087,15.6641151886982,"202136"
"348","Distrito Sul",15.5059690895773,15.3535280133076,15.6588980253902,"202136"
"349","Distrito Centro",11.5130195039129,11.3593973819835,11.6674465028476,"202236"
"350","Distrito Norte",11.0626873018253,10.9070156949283,11.2186169392813,"202236"
"351","Distrito Sul",11.9818359361611,11.82939979202,12.1346692493115,"202236"
"352","Distrito Centro",15.0182242693877,14.8642828693772,15.1717310275739,"202336"
"353","Distrito Norte",14.45367288862,14.297249141332,14.6094134654174,"202336"
"354","Distrito Sul",15.318121124045,15.1653826085015,15.4705586069361,"202336"
"355","Distrito Centro",12.8749932768144,12.7208783003885,13.0287947186503,"202436"
"356","Distrito Norte",12.123526761013,11.9672161258784,12.2806153559736,"202436"
"357","Distrito Sul",13.161876429587,13.0086078404784,13.3146581633913,"202436"
"358","Distrito Centro",12.5346873873588,12.3774866505283,12.6918237510924,"202536"
"359","Distrito Norte",11.8996857282128,11.7399168470694,12.0589984645114,"202536"
"360","Distrito Sul",12.8846012622835,12.7284264294159,13.0407104559106,"202536"
